25,29,54,255
24,28,51,255
35,43,60,255
56,66,80,255
63,74,90,255
54,67,87,255
53,65,93,255
59,72,103,255
33,36,79,255
40,43,86,255
85,88,131,255
81,88,128,255
90,102,136,255
115,135,160,255
99,127,144,255
115,147,160,255
105,125,150,255
87,109,136,255
91,114,144,255
36,59,91,255
38,55,85,255
67,76,103,255
20,23,46,255
28,27,47,255
44,52,77,255
74,81,111,255
72,78,114,255
49,54,96,255
48,53,95,255
61,67,107,255
72,78,114,255
86,93,126,255
60,109,117,255
74,100,139,255
66,69,134,255
46,49,104,255
37,55,81,255
30,56,67,255
39,54,87,255
65,65,127,255
51,60,103,255
48,57,104,255
37,46,99,255
44,55,113,255
68,81,138,255
69,84,139,255
61,79,129,255
70,88,136,255
58,76,150,255
62,81,127,255
88,109,114,255
111,133,108,255
108,130,105,255
98,119,124,255
79,98,144,255
49,67,141,255
38,62,100,255
61,83,136,255
57,74,139,255
42,59,117,255
59,75,120,255
77,91,130,255
66,78,128,255
55,62,128,255
43,70,111,255
64,84,133,255
73,83,132,255
81,86,119,255
100,109,120,255
104,115,123,255
90,106,131,255
89,105,150,255
83,91,92,255
89,98,107,255
95,102,124,255
95,101,137,255
94,101,144,255
95,104,147,255
93,104,144,255
90,102,140,255
72,86,145,255
68,83,136,255
71,88,130,255
78,96,132,255
72,90,126,255
55,72,114,255
46,61,112,255
48,63,118,255
52,57,111,255
44,50,98,255
44,50,88,255
53,59,89,255
58,62,88,255
53,57,82,255
56,58,85,255
65,64,94,255
48,53,107,255
61,67,115,255
68,75,116,255
68,76,111,255
74,82,117,255
83,90,131,255
73,79,129,255
54,59,115,255
28,52,92,255
51,71,110,255
70,86,124,255
70,81,121,255
56,67,109,255
46,60,109,255
49,66,122,255
54,75,134,255
84,95,137,255
82,97,142,255
80,98,148,255
78,100,151,255
76,98,149,255
73,91,141,255
68,83,128,255
66,77,119,255
81,99,135,255
85,103,139,255
92,110,144,255
98,117,146,255
101,120,148,255
102,122,145,255
107,127,148,255
114,135,154,255
114,124,148,255
108,117,144,255
100,113,143,255
90,105,140,255
72,89,129,255
61,80,124,255
75,95,142,255
97,119,170,255
101,136,170,255
87,116,159,255
64,87,141,255
47,65,125,255
48,67,122,255
55,80,124,255
53,85,112,255
43,81,98,255
101,117,164,255
66,84,132,255
51,72,117,255
49,70,105,255
71,82,100,255
143,140,135,255
196,178,150,255
36,39,70,255
28,34,62,255
35,42,66,255
51,60,81,255
56,66,89,255
49,61,87,255
51,63,97,255
61,73,111,255
38,47,94,255
47,56,101,255
88,97,140,255
87,97,134,255
96,108,134,255
119,135,147,255
106,128,127,255
121,146,138,255
115,129,128,255
106,123,127,255
115,135,146,255
94,115,134,255
94,114,137,255
109,123,148,255
68,76,101,255
38,42,67,255
18,27,56,255
35,43,76,255
30,37,77,255
18,25,68,255
24,31,74,255
32,39,80,255
39,47,84,255
54,62,95,255
63,101,124,255
95,115,140,255
108,110,136,255
99,104,124,255
